protein_id,rep,cell_line,total,chromatin,cyto,enrichment,change_abund,Pr_nucl,Pr_cyto,prot_int
1,1,1,20.441880142609786,10.994400854455307,9.44747928815448,0.7616682585751753,-0.9718887974726579,10.088486732553665,10.999151323831304,10.305527010446792
1,1,2,20.441880142609786,10.994400854455307,9.44747928815448,0.711760399515338,-1.0184687232543528,10.309982646943434,10.14341574930478,10.261971470914098
1,1,3,20.441880142609786,10.994400854455307,9.44747928815448,0.5541938006401077,-1.4865099154718209,10.205345720483992,11.889538164997502,10.956169153163206
1,1,4,20.441880142609786,10.994400854455307,9.44747928815448,0.6666876484110257,-0.31592008831768337,10.409999649023494,9.061041632694485,9.960375280406073
1,1,5,20.441880142609786,10.994400854455307,9.44747928815448,0.7584614334514687,-0.035026557576063815,11.750009015088498,8.845727047869557,11.048512911873686
1,1,6,20.441880142609786,10.994400854455307,9.44747928815448,0.44300512794868463,0.13333739123363023,11.019636182198786,8.990886555400229,9.88963304339597
1,1,7,20.441880142609786,10.994400854455307,9.44747928815448,0.7662540056094825,-0.40148663909217075,8.961167232874441,8.573903256848252,8.870645829706575
1,1,8,20.441880142609786,10.994400854455307,9.44747928815448,0.6235178282862861,1.9138612947595177,11.967228608407202,7.997238973910994,10.472598289131136
1,1,9,20.441880142609786,10.994400854455307,9.44747928815448,0.9371889133199874,-0.07373510964842504,9.310848531541323,11.166710416127513,9.427417233240199
1,1,10,20.441880142609786,10.994400854455307,9.44747928815448,0.9507337948127104,-0.5190653556860595,9.778129667959773,10.248740958704323,9.801314900373049
1,1,11,20.441880142609786,10.994400854455307,9.44747928815448,0.7322275489512079,-0.23510412298663408,11.35924071605071,7.795639578534639,10.40500650489777
1,1,12,20.441880142609786,10.994400854455307,9.44747928815448,0.7860462761289365,-0.28113304903295355,9.086281508221527,9.159441581233462,9.10193437828111
1,1,13,20.441880142609786,10.994400854455307,9.44747928815448,0.7923403949578097,-0.8767066841518121,11.229089320131216,8.976659402752764,10.761350613103193
1,1,14,20.441880142609786,10.994400854455307,9.44747928815448,0.9139707115155618,1.41117220989063,13.104889470599062,8.44719313774774,12.704191169107286
1,1,15,20.441880142609786,10.994400854455307,9.44747928815448,0.914018065773501,-0.09081452613154113,11.621512092592168,8.075327382212372,11.316604272069275
1,1,16,20.441880142609786,10.994400854455307,9.44747928815448,0.7910462141594243,1.7214329949316634,11.946157407756255,8.821700244483695,11.293290254793748
1,1,17,20.441880142609786,10.994400854455307,9.44747928815448,0.6017145701341426,-0.14314341551716872,10.520130488878932,9.262194250160189,10.019112813296998
1,1,18,20.441880142609786,10.994400854455307,9.44747928815448,0.7751889989747185,1.0260986662818334,12.730572041743539,7.726210713634349,11.605536562079106
1,1,19,20.441880142609786,10.994400854455307,9.44747928815448,0.5489845952098291,0.6422919443868184,11.680035110696716,8.599520550029652,10.290675589155445
1,1,20,20.441880142609786,10.994400854455307,9.44747928815448,0.7929476545606242,-0.1801748672220516,10.820358106422235,11.313299466383512,10.922422771166293
1,1,21,20.441880142609786,10.994400854455307,9.44747928815448,0.7428383296527045,-1.2581076841902805,7.366223316917406,10.502501073263073,8.172753743412326
1,1,22,20.441880142609786,10.994400854455307,9.44747928815448,0.8721938199265652,1.8274745864747037,13.47842587089154,7.832889846032906,12.756891477087393
1,1,23,20.441880142609786,10.994400854455307,9.44747928815448,0.24045780362025668,-0.8272399652320531,7.353529464738854,10.820782690658083,9.987054595358295
